,name,artist,release_date,length,acousticness,danceability,instrumentalness,loudness,liveness,tempo,energy,speechiness,valence,time_signature,popularity
329,What Do You Mean? - Acoustic,Justin Bieber,2015,204.0,0.15755304715909085,0.77,0.169678918465909,-11.0,0.1,125.0,0.36,0.04,0.76,3.9829545454545454,64
330,Mark My Words,Justin Bieber,2015,134.0,0.15755304715909085,0.38,0.169678918465909,-9.0,0.17,114.0,0.26,0.03,0.52,3.9829545454545454,63
331,Lay It All on Me,Rudimental,2015,242.0,0.15755304715909085,0.67,0.169678918465909,-7.0,0.19,123.0,0.75,0.04,0.48,3.9829545454545454,62
332,American Oxygen,Rihanna,2015,320.0,0.15755304715909085,0.39,0.169678918465909,-6.0,0.33,78.0,0.75,0.09,0.48,3.9829545454545454,61
333,Bang Bang,Jessie J,2015,199.0,0.15755304715909085,0.71,0.169678918465909,-4.0,0.38,150.0,0.75,0.09,0.73,3.9829545454545454,61
334,Reality - Radio Edit,Lost Frequencies,2015,159.0,0.15755304715909085,0.71,0.169678918465909,-8.0,0.07,122.0,0.7000000000000001,0.03,0.6,3.9829545454545454,61
335,Alive,Sia,2015,264.0,0.0753,0.51,1.4999999999999999e-05,-4.0,0.11,100.0,0.76,0.05,0.44,4.0,61
336,Sugar (feat. Francesco Yates),Robin Schulz,2015,219.0,0.0185,0.64,0.0,-5.0,0.16,123.0,0.8200000000000001,0.06,0.64,4.0,60
337,Been You,Justin Bieber,2015,199.0,0.15755304715909085,0.74,0.169678918465909,-6.0,0.32,113.0,0.78,0.07,0.86,3.9829545454545454,60
338,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,2015,189.0,0.15755304715909085,0.76,0.169678918465909,-5.0,0.62,123.0,0.89,0.03,0.78,3.9829545454545454,58
339,See You Again (feat. Charlie Puth),Wiz Khalifa,2015,230.0,0.445,0.6900000000000001,1.9600000000000002e-05,-8.0,0.06,80.0,0.48,0.08,0.28,4.0,56
340,Heroes (we could be),Alesso,2015,210.0,0.0305,0.52,0.0,-4.0,0.24,126.0,0.75,0.06,0.35000000000000003,4.0,56
341,"Feel The Light - From The ""Home"" Soundtrack",Jennifer Lopez,2015,292.0,0.15755304715909085,0.47,0.169678918465909,-6.0,0.09,156.0,0.6,0.05,0.04,3.9829545454545454,55
342,Perfect,One Direction,2015,230.0,0.0342,0.65,0.0,-5.0,0.12,100.0,0.8200000000000001,0.08,0.4,4.0,55
343,Ghosttown,Madonna,2015,250.0,0.15755304715909085,0.54,0.169678918465909,-7.0,0.12,79.0,0.55,0.04,0.09,3.9829545454545454,54
344,Bang My Head (feat. Sia & Fetty Wap),David Guetta,2015,193.0,0.007409999999999998,0.6,0.679,-4.0,0.1,108.0,0.87,0.08,0.59,4.0,54
345,Bloodstream,Ed Sheeran,2015,309.0,0.529,0.48,0.000294,-6.0,0.06,89.0,0.59,0.05,0.27,4.0,52
346,Living For Love,Madonna,2015,219.0,0.15755304715909085,0.67,0.169678918465909,-5.0,0.25,123.0,0.79,0.09,0.39,3.9829545454545454,52
347,Baby Don't Lie,Gwen Stefani,2015,203.0,0.15755304715909085,0.6900000000000001,0.169678918465909,-5.0,0.1,100.0,0.55,0.03,0.26,3.9829545454545454,52
348,Don't Be so Hard on Yourself,Jess Glynne,2015,211.0,0.15755304715909085,0.5700000000000001,0.169678918465909,-3.0,0.16,120.0,0.8200000000000001,0.03,0.66,3.9829545454545454,52
349,Steal My Girl,One Direction,2015,227.0,0.15755304715909085,0.47,0.169678918465909,-6.0,0.14,77.0,0.76,0.04,0.52,3.9829545454545454,51
350,"Celebrate (From the Original Motion Picture ""Penguins of Madagascar"")",Pitbull,2015,193.0,0.0136,0.68,1.4499999999999993e-05,-3.0,0.06,127.0,0.85,0.06,0.93,4.0,50
351,We Are Here,Alicia Keys,2015,285.0,0.15755304715909085,0.64,0.169678918465909,-6.0,0.08,93.0,0.67,0.04,0.08,3.9829545454545454,49
352,St Jude,Florence + The Machine,2015,225.0,0.15755304715909085,0.26,0.169678918465909,-11.0,0.11,117.0,0.43,0.03,0.09,3.9829545454545454,47
353,Yesterday (feat. Bebe Rexha),David Guetta,2015,243.0,0.0242,0.5700000000000001,6.659999999999999e-05,-4.0,0.33,128.0,0.78,0.03,0.28,4.0,46
354,Time of Our Lives,Pitbull,2015,229.0,0.15755304715909085,0.72,0.169678918465909,-6.0,0.6900000000000001,124.0,0.8,0.06,0.72,3.9829545454545454,45
355,Sparks,Hilary Duff,2015,186.0,0.15755304715909085,0.85,0.169678918465909,-5.0,0.1,122.0,0.88,0.06,0.79,3.9829545454545454,44
356,Mr. Put It Down,Ricky Martin,2015,196.0,0.15755304715909085,0.8,0.169678918465909,-6.0,0.04,128.0,0.78,0.18,0.8300000000000001,3.9829545454545454,42
357,Legendary Lovers,Katy Perry,2015,224.0,0.15755304715909085,0.62,0.169678918465909,-5.0,0.08,126.0,0.84,0.08,0.39,3.9829545454545454,41
358,Spark The Fire,Gwen Stefani,2015,202.0,0.15755304715909085,0.88,0.169678918465909,-4.0,0.2,120.0,0.8,0.06,0.54,3.9829545454545454,39
359,Run Run Run,Kelly Clarkson,2015,273.0,0.15755304715909085,0.28,0.169678918465909,-7.0,0.11,112.0,0.37,0.04,0.08,3.9829545454545454,36
360,Let Me Be Your Lover,Enrique Iglesias,2015,238.0,0.15755304715909085,0.72,0.169678918465909,-4.0,0.06,112.0,0.9,0.13,0.88,3.9829545454545454,34
361,Dangerous,Jennifer Hudson,2015,255.0,0.15755304715909085,0.9,0.169678918465909,-5.0,0.08,109.0,0.53,0.05,0.65,3.9829545454545454,18
362,L.A.LOVE (la la),Fergie,2015,193.0,0.0186,0.48,0.0,-8.0,0.26,202.0,0.39,0.09,0.27,4.0,0
363,The Hills,The Weeknd,2016,242.0,0.0673,0.58,0.0,-7.0,0.14,113.0,0.56,0.05,0.14,4.0,84
364,Love Yourself,Justin Bieber,2016,234.0,0.48200000000000004,0.61,0.0,-10.0,0.28,100.0,0.38,0.44,0.52,4.0,83
365,Cake By The Ocean,DNCE,2016,219.0,0.15755304715909085,0.77,0.169678918465909,-5.0,0.04,119.0,0.75,0.05,0.9,3.9829545454545454,81
366,Don't Let Me Down,The Chainsmokers,2016,208.0,0.157,0.53,0.0050799999999999994,-5.0,0.14,160.0,0.87,0.17,0.42,4.0,81
367,In the Name of Love,Martin Garrix,2016,196.0,0.15755304715909085,0.5,0.169678918465909,-6.0,0.45,134.0,0.52,0.04,0.17,3.9829545454545454,81
368,Into You,Ariana Grande,2016,244.0,0.15755304715909085,0.62,0.169678918465909,-6.0,0.14,108.0,0.73,0.11,0.37,3.9829545454545454,80
369,This Is What You Came For,Calvin Harris,2016,222.0,0.15755304715909085,0.63,0.169678918465909,-3.0,0.15,124.0,0.93,0.03,0.47,3.9829545454545454,80
370,Million Reasons,Lady Gaga,2016,205.0,0.15755304715909085,0.67,0.169678918465909,-8.0,0.11,130.0,0.42,0.04,0.15,3.9829545454545454,80
371,Needed Me,Rihanna,2016,192.0,0.15755304715909085,0.67,0.169678918465909,-8.0,0.08,111.0,0.31,0.24,0.3,3.9829545454545454,80
372,7 Years,Lukas Graham,2016,237.0,0.15755304715909085,0.77,0.169678918465909,-6.0,0.39,120.0,0.47,0.05,0.34,3.9829545454545454,80
373,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,2016,236.0,0.0106,0.67,0.0,-6.0,0.19,113.0,0.8300000000000001,0.07,0.7000000000000001,4.0,79
374,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,2016,214.0,0.239,0.8,0.8809999999999999,-6.0,0.06,105.0,0.59,0.04,0.59,4.0,79
375,Scars To Your Beautiful,Alessia Cara,2016,230.0,0.15755304715909085,0.5700000000000001,0.169678918465909,-6.0,0.11,97.0,0.74,0.13,0.45,3.9829545454545454,79
376,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,2016,225.0,0.5479999999999999,0.63,0.8420000000000001,-7.0,0.18,108.0,0.53,0.04,0.42,4.0,79
377,Work,Rihanna,2016,219.0,0.15755304715909085,0.73,0.169678918465909,-6.0,0.09,92.0,0.53,0.09,0.56,3.9829545454545454,78
378,Stitches,Shawn Mendes,2016,207.0,0.15755304715909085,0.75,0.169678918465909,-7.0,0.05,150.0,0.75,0.07,0.76,3.9829545454545454,78
379,"Me, Myself & I",G-Eazy,2016,251.0,0.15755304715909085,0.76,0.169678918465909,-7.0,0.16,112.0,0.67,0.1,0.38,3.9829545454545454,78
380,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,2016,198.0,0.15755304715909085,0.66,0.169678918465909,-7.0,0.08,102.0,0.71,0.11,0.6900000000000001,3.9829545454545454,78
381,Dangerous Woman,Ariana Grande,2016,236.0,0.15755304715909085,0.66,0.169678918465909,-5.0,0.36,134.0,0.6,0.04,0.29,3.9829545454545454,78
382,Starving,Hailee Steinfeld,2016,182.0,0.15755304715909085,0.73,0.169678918465909,-4.0,0.11,100.0,0.62,0.06,0.51,3.9829545454545454,78
383,Shout Out to My Ex,Little Mix,2016,246.0,0.15755304715909085,0.77,0.169678918465909,-4.0,0.11,126.0,0.75,0.09,0.8,3.9829545454545454,77
384,Electric Love,BØRNS,2016,218.0,0.15755304715909085,0.61,0.169678918465909,-8.0,0.26,120.0,0.8,0.05,0.52,3.9829545454545454,76
385,Confident,Demi Lovato,2016,206.0,0.15755304715909085,0.59,0.169678918465909,-6.0,0.09,130.0,0.75,0.07,0.34,3.9829545454545454,75
386,Too Good,Drake,2016,263.0,0.15755304715909085,0.79,0.169678918465909,-8.0,0.1,118.0,0.65,0.1,0.39,3.9829545454545454,74
387,Roses,The Chainsmokers,2016,227.0,0.0435,0.71,0.0037700000000000003,-7.0,0.31,100.0,0.8,0.06,0.34,4.0,74
388,Cold Water (feat. Justin Bieber & MØ),Major Lazer,2016,185.0,0.758,0.61,0.0,-5.0,0.16,93.0,0.8,0.04,0.5,4.0,73
389,Me Too,Meghan Trainor,2016,181.0,0.244,0.93,0.762,-6.0,0.48,124.0,0.6900000000000001,0.1,0.84,4.0,73
390,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,2016,166.0,0.031,0.75,0.0,-4.0,0.23,108.0,0.88,0.07,0.75,4.0,73
391,Ain't Your Mama,Jennifer Lopez,2016,218.0,0.15755304715909085,0.76,0.169678918465909,-6.0,0.07,120.0,0.68,0.23,0.8200000000000001,3.9829545454545454,72
392,Close,Nick Jonas,2016,234.0,0.15755304715909085,0.65,0.169678918465909,-5.0,0.14,124.0,0.62,0.08,0.4,3.9829545454545454,72
393,Toothbrush,DNCE,2016,232.0,0.15755304715909085,0.55,0.169678918465909,-6.0,0.47,105.0,0.79,0.13,0.8200000000000001,3.9829545454545454,72
394,All We Know,The Chainsmokers,2016,194.0,0.09699999999999999,0.66,0.0027199999999999998,-9.0,0.12,90.0,0.59,0.03,0.3,4.0,72
395,Final Song,MØ,2016,236.0,0.013999999999999999,0.7000000000000001,8.44e-05,-6.0,0.08,105.0,0.67,0.03,0.25,4.0,72
396,Company,Justin Bieber,2016,208.0,0.15755304715909085,0.59,0.169678918465909,-5.0,0.08,95.0,0.8,0.06,0.43,3.9829545454545454,72
397,Hands To Myself,Selena Gomez,2016,201.0,0.15755304715909085,0.81,0.169678918465909,-7.0,0.34,111.0,0.5,0.12,0.47,3.9829545454545454,71
398,All I Ask,Adele,2016,272.0,0.15755304715909085,0.59,0.169678918465909,-5.0,0.15,142.0,0.28,0.03,0.34,3.9829545454545454,71
399,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,2016,215.0,0.0114,0.63,0.0,-6.0,0.11,163.0,0.7000000000000001,0.15,0.5,4.0,71
400,NO,Meghan Trainor,2016,214.0,0.15755304715909085,0.56,0.169678918465909,-4.0,0.74,92.0,0.8,0.22,0.65,3.9829545454545454,70
401,Kill Em With Kindness,Selena Gomez,2016,218.0,0.15755304715909085,0.76,0.169678918465909,-5.0,0.1,120.0,0.88,0.04,0.4,3.9829545454545454,70
402,Cool Girl,Tove Lo,2016,199.0,0.15755304715909085,0.67,0.169678918465909,-7.0,0.08,102.0,0.6900000000000001,0.11,0.2,3.9829545454545454,69
403,Runnin' (Lose It All),Naughty Boy,2016,213.0,0.0103,0.32,4.11e-05,-6.0,0.48,139.0,0.85,0.08,0.08,4.0,69
404,Here,Alessia Cara,2016,199.0,0.15755304715909085,0.38,0.169678918465909,-4.0,0.08,120.0,0.8200000000000001,0.1,0.33,3.9829545454545454,68
405,Perfect Illusion,Lady Gaga,2016,182.0,0.15755304715909085,0.61,0.169678918465909,-5.0,0.36,125.0,0.86,0.04,0.66,3.9829545454545454,67
406,PILLOWTALK,ZAYN,2016,204.0,0.15755304715909085,0.59,0.169678918465909,-4.0,0.09,125.0,0.7000000000000001,0.05,0.43,3.9829545454545454,66
407,Out Of The Woods,Taylor Swift,2016,236.0,0.15755304715909085,0.55,0.169678918465909,-7.0,0.34,92.0,0.84,0.04,0.34,3.9829545454545454,66
408,Rise,Katy Perry,2016,203.0,0.15755304715909085,0.55,0.169678918465909,-6.0,0.11,101.0,0.64,0.05,0.44,3.9829545454545454,66
409,Wherever I Go,OneRepublic,2016,170.0,0.15755304715909085,0.55,0.169678918465909,-6.0,0.27,100.0,0.6900000000000001,0.04,0.35000000000000003,3.9829545454545454,66
410,Body Say,Demi Lovato,2016,194.0,0.15755304715909085,0.63,0.169678918465909,-5.0,0.28,87.0,0.74,0.04,0.26,3.9829545454545454,65
411,Don't Be A Fool,Shawn Mendes,2016,216.0,0.15755304715909085,0.47,0.169678918465909,-6.0,0.1,175.0,0.34,0.04,0.27,3.9829545454545454,65
412,LIKE I WOULD,ZAYN,2016,192.0,0.15755304715909085,0.56,0.169678918465909,-6.0,0.26,113.0,0.8300000000000001,0.11,0.23,3.9829545454545454,65
413,Cheap Thrills,Sia,2016,225.0,0.0472,0.59,0.00143,-5.0,0.08,90.0,0.8,0.22,0.73,4.0,64
414,I Got You,Bebe Rexha,2016,192.0,0.15755304715909085,0.61,0.169678918465909,-5.0,0.09,98.0,0.89,0.05,0.32,3.9829545454545454,64
415,Run Away With Me,Carly Rae Jepsen,2016,251.0,0.15755304715909085,0.56,0.169678918465909,-6.0,0.05,119.0,0.72,0.05,0.25,3.9829545454545454,63
416,Cruel (feat. ZAYN),Snakehips,2016,228.0,0.0184,0.6,0.0,-4.0,0.16,110.0,0.88,0.12,0.32,4.0,63
417,Send My Love (To Your New Lover),Adele,2016,223.0,0.845,0.6900000000000001,0.892,-8.0,0.17,164.0,0.52,0.1,0.56,4.0,61
418,WTF (Where They From),Missy Elliott,2016,193.0,0.0181,0.93,6.81e-06,-3.0,0.06,120.0,0.8200000000000001,0.2,0.56,4.0,58
419,Desire,Years & Years,2016,203.0,0.15755304715909085,0.71,0.169678918465909,-5.0,0.3,126.0,0.78,0.06,0.64,3.9829545454545454,58
420,When We Were Young,Adele,2016,291.0,0.15755304715909085,0.38,0.169678918465909,-6.0,0.09,144.0,0.59,0.05,0.27,3.9829545454545454,58
421,I Know What You Did Last Summer,Shawn Mendes,2016,224.0,0.15755304715909085,0.68,0.169678918465909,-5.0,0.16,114.0,0.77,0.1,0.72,3.9829545454545454,57
422,Wish That You Were Here - From Miss Peregrines Home for Peculiar Children Original Motion Picture,Florence + The Machine,2016,403.0,0.15755304715909085,0.37,0.169678918465909,-6.0,0.13,94.0,0.5700000000000001,0.03,0.12,3.9829545454545454,57
423,Hurts,Emeli Sandé,2016,238.0,0.15755304715909085,0.58,0.169678918465909,-8.0,0.15,106.0,0.64,0.03,0.18,3.9829545454545454,57
424,Change,Christina Aguilera,2016,187.0,0.15755304715909085,0.62,0.169678918465909,-6.0,0.13,82.0,0.54,0.08,0.2,3.9829545454545454,54
425,Make Me... (feat. G-Eazy),Britney Spears,2016,231.0,0.15755304715909085,0.7000000000000001,0.169678918465909,-7.0,0.22,123.0,0.7000000000000001,0.1,0.58,3.9829545454545454,53
426,Keeping Your Head Up,Birdy,2016,208.0,0.15755304715909085,0.6,0.169678918465909,-5.0,0.19,122.0,0.78,0.05,0.53,3.9829545454545454,52
427,True Colors,Zedd,2016,225.0,0.15755304715909085,0.5700000000000001,0.169678918465909,-3.0,0.1,126.0,0.79,0.04,0.49,3.9829545454545454,51
428,Make Me Like You,Gwen Stefani,2016,217.0,0.15755304715909085,0.74,0.169678918465909,-5.0,0.13,118.0,0.71,0.05,0.8,3.9829545454545454,50
429,Champagne Problems,Nick Jonas,2016,193.0,0.15755304715909085,0.73,0.169678918465909,-5.0,0.09,108.0,0.78,0.13,0.64,3.9829545454545454,50
430,Blown,DNCE,2016,197.0,0.622,0.63,0.8959999999999999,-5.0,0.1,130.0,0.95,0.04,0.73,4.0,48
431,Start,John Legend,2016,310.0,0.15755304715909085,0.52,0.169678918465909,-15.0,0.09,110.0,0.04,0.04,0.26,3.9829545454545454,47
432,Pep Rally,Missy Elliott,2016,263.0,0.15755304715909085,0.8300000000000001,0.169678918465909,-4.0,0.2,90.0,0.75,0.12,0.32,3.9829545454545454,47
433,Higher,Carly Rae Jepsen,2016,234.0,0.15755304715909085,0.65,0.169678918465909,-5.0,0.37,114.0,0.87,0.06,0.44,3.9829545454545454,46
434,Invitation,Britney Spears,2016,200.0,0.15755304715909085,0.37,0.169678918465909,-7.0,0.09,112.0,0.65,0.11,0.16,3.9829545454545454,44
435,One Call Away (feat. Tyga) - Remix,Charlie Puth,2016,192.0,0.15755304715909085,0.75,0.169678918465909,-5.0,0.13,91.0,0.6900000000000001,0.04,0.52,3.9829545454545454,41
436,Beautiful Birds (feat. Birdy),Passenger,2016,214.0,0.91,0.39,0.00253,-13.0,0.11,86.0,0.17,0.03,0.14,4.0,36
437,Little Lies,Hilary Duff,2016,204.0,0.15755304715909085,0.5700000000000001,0.169678918465909,-6.0,0.04,124.0,0.76,0.06,0.4,3.9829545454545454,36
438,Do You Wanna Come Over?,Britney Spears,2016,203.0,0.15755304715909085,0.75,0.169678918465909,-6.0,0.11,121.0,0.7000000000000001,0.07,0.45,3.9829545454545454,34
439,BURNITUP!,Janet Jackson,2016,250.0,0.0463,0.8300000000000001,0.0,-7.0,0.31,123.0,0.71,0.18,0.8300000000000001,4.0,31
440,Picky - Remix,Joey Montana,2016,225.0,0.15755304715909085,0.7000000000000001,0.169678918465909,-3.0,0.37,186.0,0.81,0.07,0.6900000000000001,3.9829545454545454,29
441,Behind Your Back,Nelly Furtado,2016,228.0,0.15755304715909085,0.8,0.169678918465909,-10.0,0.07,98.0,0.47,0.04,0.6900000000000001,3.9829545454545454,18
442,Million Years Ago,Adele,2016,227.0,0.15755304715909085,0.0,0.169678918465909,-60.0,0.0,0.0,0.0,0.0,0.0,3.9829545454545454,0
443,Shape of You,Ed Sheeran,2017,234.0,0.15755304715909085,0.8300000000000001,0.169678918465909,-3.0,0.09,96.0,0.65,0.08,0.93,3.9829545454545454,87
444,Closer,The Chainsmokers,2017,245.0,0.081,0.75,0.0,-6.0,0.11,95.0,0.52,0.03,0.66,4.0,86
445,Starboy,The Weeknd,2017,230.0,0.141,0.68,6.35e-06,-7.0,0.14,186.0,0.59,0.28,0.49,4.0,85
446,Treat You Better,Shawn Mendes,2017,188.0,0.15755304715909085,0.44,0.169678918465909,-4.0,0.11,83.0,0.8200000000000001,0.34,0.75,3.9829545454545454,84
447,That's What I Like,Bruno Mars,2017,207.0,0.15755304715909085,0.85,0.169678918465909,-5.0,0.09,134.0,0.56,0.04,0.86,3.9829545454545454,83
448,Let Me Love You,DJ Snake,2017,206.0,0.15755304715909085,0.65,0.169678918465909,-5.0,0.14,100.0,0.72,0.03,0.16,3.9829545454545454,82
449,I Feel It Coming,The Weeknd,2017,269.0,0.34,0.77,0.0,-6.0,0.07,93.0,0.8200000000000001,0.12,0.59,4.0,81
450,Mercy,Shawn Mendes,2017,209.0,0.15755304715909085,0.56,0.169678918465909,-5.0,0.11,148.0,0.66,0.08,0.36,3.9829545454545454,81
451,Side To Side,Ariana Grande,2017,226.0,0.15755304715909085,0.65,0.169678918465909,-6.0,0.24,159.0,0.74,0.23,0.61,3.9829545454545454,80
452,Stay,Zedd,2017,210.0,0.0376,0.6900000000000001,0.00042,-5.0,0.12,102.0,0.62,0.06,0.54,4.0,80
453,It Ain't Me (with Selena Gomez),Kygo,2017,221.0,0.15755304715909085,0.64,0.169678918465909,-7.0,0.09,100.0,0.53,0.07,0.52,3.9829545454545454,79
454,Malibu,Miley Cyrus,2017,232.0,0.15755304715909085,0.5700000000000001,0.169678918465909,-6.0,0.08,140.0,0.78,0.06,0.34,3.9829545454545454,78
455,Something Just Like This,The Chainsmokers,2017,248.0,0.15755304715909085,0.61,0.169678918465909,-7.0,0.17,103.0,0.65,0.04,0.51,3.9829545454545454,78
456,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017,251.0,0.261,0.72,0.0,-4.0,0.18,102.0,0.76,0.05,0.74,4.0,78
457,I Dont Wanna Live Forever (Fifty Shades Darker),ZAYN,2017,245.0,0.00475,0.74,0.605,-8.0,0.33,118.0,0.45,0.06,0.09,4.0,78
458,My Way,Calvin Harris,2017,219.0,0.15755304715909085,0.8200000000000001,0.169678918465909,-3.0,0.16,120.0,0.91,0.04,0.54,3.9829545454545454,78
459,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017,289.0,0.0533,0.61,0.0,-4.0,0.17,81.0,0.67,0.04,0.81,4.0,77
460,Praying,Kesha,2017,230.0,0.15755304715909085,0.58,0.169678918465909,-7.0,0.11,73.0,0.39,0.03,0.32,3.9829545454545454,77
461,Despacito - Remix,Luis Fonsi,2017,229.0,0.15755304715909085,0.65,0.169678918465909,-4.0,0.1,178.0,0.8200000000000001,0.17,0.8200000000000001,3.9829545454545454,76
462,The Greatest,Sia,2017,210.0,0.7659999999999999,0.67,0.0,-6.0,0.06,192.0,0.73,0.27,0.73,4.0,76
463,There for You,Martin Garrix,2017,222.0,0.15755304715909085,0.61,0.169678918465909,-8.0,0.12,106.0,0.64,0.06,0.13,3.9829545454545454,76
464,Paris,The Chainsmokers,2017,222.0,0.0837,0.65,0.0,-7.0,0.09,100.0,0.64,0.03,0.25,3.0,76
465,Crying in the Club,Camila Cabello,2017,216.0,0.15755304715909085,0.33,0.169678918465909,-6.0,0.16,85.0,0.62,0.38,0.6,3.9829545454545454,75
466,Mama,Jonas Blue,2017,184.0,0.15755304715909085,0.74,0.169678918465909,-4.0,0.05,104.0,0.79,0.04,0.5700000000000001,3.9829545454545454,75
467,Slide (feat. Frank Ocean & Migos),Calvin Harris,2017,231.0,0.0395,0.74,1.35e-06,-3.0,0.25,104.0,0.8,0.05,0.51,4.0,75
468,Swish Swish,Katy Perry,2017,243.0,0.15755304715909085,0.84,0.169678918465909,-5.0,0.1,120.0,0.71,0.04,0.5700000000000001,3.9829545454545454,73
469,Chained To The Rhythm,Katy Perry,2017,238.0,0.15755304715909085,0.45,0.169678918465909,-5.0,0.2,190.0,0.8,0.17,0.47,3.9829545454545454,72
470,Cold (feat. Future),Maroon 5,2017,234.0,0.14,0.6900000000000001,0.0,-6.0,0.05,100.0,0.72,0.11,0.41,4.0,72
471,Love,Lana Del Rey,2017,273.0,0.15755304715909085,0.53,0.169678918465909,-11.0,0.11,99.0,0.37,0.03,0.23,3.9829545454545454,72
472,Reggaetón Lento (Remix),CNCO,2017,189.0,0.15,0.53,0.0,-3.0,0.1,94.0,0.91,0.09,0.62,4.0,71
473,All I Ask,Adele,2017,272.0,0.15755304715909085,0.59,0.169678918465909,-5.0,0.15,142.0,0.28,0.03,0.34,3.9829545454545454,71
474,First Time,Kygo,2017,194.0,0.15755304715909085,0.63,0.169678918465909,-7.0,0.1,90.0,0.59,0.11,0.68,3.9829545454545454,71
475,The Cure,Lady Gaga,2017,211.0,0.15755304715909085,0.7000000000000001,0.169678918465909,-5.0,0.09,100.0,0.51,0.03,0.52,3.9829545454545454,71
476,"How Far I'll Go - From ""Moana""",Alessia Cara,2017,176.0,0.15755304715909085,0.31,0.169678918465909,-10.0,0.07,181.0,0.54,0.35000000000000003,0.16,3.9829545454545454,71
477,Bodak Yellow,Cardi B,2017,224.0,0.15755304715909085,0.93,0.169678918465909,-6.0,0.35000000000000003,125.0,0.72,0.11,0.46,3.9829545454545454,70
478,Rich Love (with Seeb),OneRepublic,2017,201.0,0.16699999999999998,0.4,0.0,-4.0,0.36,105.0,0.87,0.31,0.47,4.0,70
479,Tired,Alan Walker,2017,192.0,0.0059299999999999995,0.6900000000000001,0.00417,-4.0,0.15,124.0,0.88,0.06,0.49,4.0,70
480,Came Here for Love,Sigala,2017,203.0,0.15755304715909085,0.71,0.169678918465909,-3.0,0.12,125.0,0.87,0.04,0.72,3.9829545454545454,70
481,24K Magic,Bruno Mars,2017,226.0,0.15755304715909085,0.8200000000000001,0.169678918465909,-4.0,0.15,107.0,0.8,0.08,0.63,3.9829545454545454,69
482,Strip That Down (feat. Quavo),Liam Payne,2017,202.0,0.0503,0.87,0.0639,-5.0,0.08,106.0,0.5,0.05,0.55,4.0,69
483,Cut To The Feeling,Carly Rae Jepsen,2017,208.0,0.15755304715909085,0.71,0.169678918465909,-3.0,0.3,115.0,0.91,0.06,0.65,3.9829545454545454,69
484,OK - Spotify Version,Robin Schulz,2017,189.0,0.15755304715909085,0.65,0.169678918465909,-6.0,0.13,122.0,0.81,0.06,0.58,3.9829545454545454,69
485,Bon appétit,Katy Perry,2017,228.0,0.15755304715909085,0.8,0.169678918465909,-6.0,0.22,106.0,0.79,0.06,0.52,3.9829545454545454,68
486,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,2017,261.0,0.15755304715909085,0.76,0.169678918465909,-9.0,0.2,135.0,0.5700000000000001,0.13,0.14,3.9829545454545454,67
487,Get Low (with Liam Payne),Zedd,2017,205.0,0.027000000000000003,0.72,1.76e-05,-4.0,0.05,108.0,0.93,0.05,0.54,4.0,66
488,Kissing Strangers,DNCE,2017,202.0,0.15755304715909085,0.77,0.169678918465909,-6.0,0.09,120.0,0.74,0.04,0.86,3.9829545454545454,66
489,Slow Hands,Niall Horan,2017,188.0,0.15755304715909085,0.74,0.169678918465909,-7.0,0.06,86.0,0.42,0.05,0.85,3.9829545454545454,64
490,Younger Now,Miley Cyrus,2017,249.0,0.15755304715909085,0.55,0.169678918465909,-5.0,0.14,122.0,0.87,0.06,0.33,3.9829545454545454,62
491,Body Moves,DNCE,2017,236.0,0.15755304715909085,0.65,0.169678918465909,-5.0,0.04,102.0,0.6900000000000001,0.04,0.86,3.9829545454545454,62
492,Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,2017,158.0,0.15755304715909085,0.73,0.169678918465909,-7.0,0.08,122.0,0.64,0.04,0.53,3.9829545454545454,59
493,Angel,Fifth Harmony,2017,189.0,0.15755304715909085,0.74,0.169678918465909,-6.0,0.35000000000000003,124.0,0.53,0.04,0.13,3.9829545454545454,59
494,Touch (feat. Kid Ink),Little Mix,2017,203.0,0.0444,0.64,0.0,-4.0,0.49,102.0,0.75,0.11,0.53,4.0,59
495,We Don't Talk Anymore - DROELOE Remix,Charlie Puth,2017,218.0,0.15755304715909085,0.7000000000000001,0.169678918465909,-5.0,0.45,100.0,0.8200000000000001,0.22,0.67,3.9829545454545454,59
496,Love Incredible (feat. Camila Cabello),Cashmere Cat,2017,180.0,0.15755304715909085,0.37,0.169678918465909,-9.0,0.2,167.0,0.5,0.12,0.21,3.9829545454545454,59
497,No Vacancy (with Sebastián Yatra),OneRepublic,2017,223.0,0.15755304715909085,0.6900000000000001,0.169678918465909,-4.0,0.14,100.0,0.76,0.04,0.59,3.9829545454545454,57
