,name,artist,release_date,length,acousticness,danceability,instrumentalness,loudness,liveness,tempo,energy,speechiness,valence,time_signature,popularity
159,Best Song Ever,One Direction,2013,200.0,0.0345,0.65,0.0,-3.0,0.08,118.0,0.88,0.05,0.49,4.0,73
160,Kiss You,One Direction,2013,183.0,0.15755304715909085,0.63,0.169678918465909,-3.0,0.32,90.0,0.93,0.06,0.91,3.9829545454545454,73
161,Sweet Nothing (feat. Florence Welch),Calvin Harris,2013,213.0,0.00468,0.5700000000000001,0.619,-4.0,0.06,128.0,0.93,0.11,0.58,4.0,72
162,Lose Yourself to Dance,Daft Punk,2013,354.0,0.0839,0.8300000000000001,0.00114,-8.0,0.08,100.0,0.66,0.06,0.67,4.0,72
163,Work Bitch,Britney Spears,2013,248.0,0.15755304715909085,0.63,0.169678918465909,-7.0,0.07,128.0,0.8200000000000001,0.16,0.85,3.9829545454545454,71
164,Brave,Sara Bareilles,2013,221.0,0.15755304715909085,0.55,0.169678918465909,-4.0,0.04,185.0,0.84,0.05,0.76,3.9829545454545454,71
165,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,2013,258.0,0.00193,0.63,0.31,-4.0,0.1,146.0,0.93,0.08,0.88,4.0,70
166,Feel This Moment (feat. Christina Aguilera),Pitbull,2013,230.0,0.0137,0.67,0.6509999999999999,-4.0,0.34,136.0,0.76,0.16,0.54,4.0,70
167,Beneath Your Beautiful,Labrinth,2013,272.0,0.15755304715909085,0.56,0.169678918465909,-6.0,0.1,84.0,0.52,0.04,0.23,3.9829545454545454,70
168,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2013,252.0,0.098,0.66,0.0,-7.0,0.37,125.0,0.68,0.04,0.25,4.0,70
169,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,2013,236.0,0.0619,0.78,0.0,-7.0,0.05,95.0,0.53,0.29,0.66,4.0,69
170,If I Lose Myself - Alesso vs OneRepublic,OneRepublic,2013,215.0,0.15755304715909085,0.52,0.169678918465909,-6.0,0.14,126.0,0.75,0.04,0.16,3.9829545454545454,69
171,The Way,Ariana Grande,2013,227.0,0.15755304715909085,0.65,0.169678918465909,-3.0,0.08,82.0,0.88,0.11,0.86,3.9829545454545454,68
172,Suit & Tie,Justin Timberlake,2013,326.0,0.15755304715909085,0.8,0.169678918465909,-4.0,0.16,102.0,0.6,0.22,0.36,3.9829545454545454,68
173,#thatPOWER,will.i.am,2013,280.0,0.15755304715909085,0.8,0.169678918465909,-6.0,0.07,128.0,0.61,0.06,0.4,3.9829545454545454,68
174,I Love It (feat. Charli XCX),Icona Pop,2013,157.0,0.0271,0.71,0.941,-3.0,0.15,126.0,0.91,0.03,0.8200000000000001,4.0,67
175,Play Hard (feat. Ne-Yo & Akon) - New Edit,David Guetta,2013,209.0,0.15755304715909085,0.72,0.169678918465909,-3.0,0.66,130.0,0.87,0.04,0.68,3.9829545454545454,67
176,Daylight,Maroon 5,2013,225.0,0.15755304715909085,0.66,0.169678918465909,-5.0,0.26,120.0,0.67,0.03,0.37,3.9829545454545454,66
177,Love Somebody,Maroon 5,2013,230.0,0.15755304715909085,0.68,0.169678918465909,-6.0,0.12,120.0,0.78,0.04,0.4,3.9829545454545454,65
178,A Little Party Never Killed Nobody (All We Got),Fergie,2013,241.0,0.0146,0.76,0.0706,-6.0,0.09,130.0,0.62,0.18,0.52,4.0,65
179,Move,Little Mix,2013,224.0,0.15755304715909085,0.85,0.169678918465909,-5.0,0.55,121.0,0.74,0.09,0.77,3.9829545454545454,63
180,Walks Like Rihanna,The Wanted,2013,202.0,0.15755304715909085,0.56,0.169678918465909,-3.0,0.1,126.0,0.8200000000000001,0.06,0.43,3.9829545454545454,62
181,Rock N Roll,Avril Lavigne,2013,207.0,0.15755304715909085,0.47,0.169678918465909,-3.0,0.34,184.0,0.96,0.13,0.67,3.9829545454545454,61
182,Heartbreaker,Justin Bieber,2013,263.0,0.15755304715909085,0.56,0.169678918465909,-7.0,0.34,105.0,0.52,0.1,0.58,3.9829545454545454,61
183,Mirrors - Radio Edit,Justin Timberlake,2013,277.0,0.15755304715909085,0.58,0.169678918465909,-6.0,0.43,77.0,0.6,0.05,0.65,3.9829545454545454,60
184,Next To Me,Emeli Sandé,2013,197.0,0.15755304715909085,0.67,0.169678918465909,-5.0,0.11,95.0,0.8,0.04,0.35000000000000003,3.9829545454545454,60
185,Made In The USA,Demi Lovato,2013,196.0,0.15755304715909085,0.58,0.169678918465909,-4.0,0.32,87.0,0.86,0.04,0.59,3.9829545454545454,60
186,Clown,Emeli Sandé,2013,221.0,0.15755304715909085,0.45,0.169678918465909,-8.0,0.11,130.0,0.23,0.04,0.23,3.9829545454545454,60
187,Girl On Fire (feat. Nicki Minaj) - Inferno Version,Alicia Keys,2013,271.0,0.15755304715909085,0.55,0.169678918465909,-6.0,0.15,93.0,0.81,0.31,0.34,3.9829545454545454,59
188,TKO,Justin Timberlake,2013,424.0,0.15755304715909085,0.61,0.169678918465909,-7.0,0.43,138.0,0.68,0.24,0.49,3.9829545454545454,58
189,Come & Get It,Selena Gomez,2013,232.0,0.15755304715909085,0.55,0.169678918465909,-4.0,0.1,80.0,0.79,0.05,0.58,3.9829545454545454,57
190,Live It Up,Jennifer Lopez,2013,244.0,0.15755304715909085,0.6900000000000001,0.169678918465909,-5.0,0.33,128.0,0.73,0.17,0.65,3.9829545454545454,57
191,We Own The Night,The Wanted,2013,206.0,0.0141,0.55,0.0083,-4.0,0.23,104.0,0.94,0.13,0.56,4.0,56
192,Atlas - From The Hunger Games: Catching Fire Soundtrack,Coldplay,2013,236.0,0.15755304715909085,0.28,0.169678918465909,-8.0,0.11,136.0,0.45,0.03,0.11,3.9829545454545454,55
193,What About Love,Austin Mahone,2013,203.0,0.15755304715909085,0.63,0.169678918465909,-7.0,0.04,100.0,0.78,0.04,0.28,3.9829545454545454,54
194,Take Back the Night,Justin Timberlake,2013,353.0,0.15755304715909085,0.59,0.169678918465909,-5.0,0.64,107.0,0.66,0.16,0.33,3.9829545454545454,54
195,Applause,Lady Gaga,2013,212.0,0.15755304715909085,0.67,0.169678918465909,-4.0,0.11,140.0,0.78,0.05,0.73,3.9829545454545454,52
196,Anything Could Happen,Ellie Goulding,2013,286.0,0.15755304715909085,0.7000000000000001,0.169678918465909,-4.0,0.14,103.0,0.78,0.03,0.38,3.9829545454545454,52
197,Finally Found You,Enrique Iglesias,2013,221.0,0.15755304715909085,0.62,0.169678918465909,-5.0,0.35000000000000003,128.0,0.88,0.1,0.66,3.9829545454545454,52
198,Pom Poms,Jonas Brothers,2013,198.0,0.15755304715909085,0.68,0.169678918465909,-2.0,0.28,148.0,0.98,0.09,0.9,3.9829545454545454,52
199,#Beautiful,Mariah Carey,2013,200.0,0.15755304715909085,0.68,0.169678918465909,-5.0,0.31,107.0,0.76,0.04,0.45,3.9829545454545454,51
200,How Ya Doin'? (feat. Missy Elliott),Little Mix,2013,211.0,0.0012900000000000001,0.36,0.902,-3.0,0.37,201.0,0.95,0.48,0.51,4.0,50
201,Crazy Kids (feat. will.i.am),Kesha,2013,229.0,0.0379,0.72,0.00011,-4.0,0.13,128.0,0.75,0.04,0.5,4.0,46
202,"Ooh La La (from ""The Smurfs 2"")",Britney Spears,2013,257.0,0.0165,0.6900000000000001,6.98e-06,-5.0,0.11,128.0,0.5700000000000001,0.05,0.73,4.0,45
203,People Like Us,Kelly Clarkson,2013,259.0,0.15755304715909085,0.6,0.169678918465909,-5.0,0.36,128.0,0.79,0.04,0.61,3.9829545454545454,45
204,Overdose,Ciara,2013,227.0,0.15755304715909085,0.77,0.169678918465909,-6.0,0.06,107.0,0.7000000000000001,0.03,0.79,3.9829545454545454,43
205,Right Now - Dyro Radio Edit,Rihanna,2013,186.0,0.15755304715909085,0.53,0.169678918465909,-6.0,0.24,130.0,0.74,0.04,0.45,3.9829545454545454,42
206,Give It 2 U,Robin Thicke,2013,230.0,0.15755304715909085,0.67,0.169678918465909,-4.0,0.16,127.0,0.8300000000000001,0.07,0.58,3.9829545454545454,41
207,Foolish Games,Jewel,2013,250.0,0.15755304715909085,0.51,0.169678918465909,-11.0,0.12,132.0,0.34,0.03,0.07,3.9829545454545454,36
208,Outta Nowhere (feat. Danny Mercer),Pitbull,2013,207.0,0.0328,0.71,0.868,-4.0,0.21,95.0,0.84,0.03,0.66,4.0,35
209,Freak,Kelly Rowland,2013,274.0,0.15755304715909085,0.65,0.169678918465909,-5.0,0.12,104.0,0.78,0.06,0.45,3.9829545454545454,28
210,All of Me,John Legend,2014,270.0,0.15755304715909085,0.42,0.169678918465909,-7.0,0.13,120.0,0.26,0.03,0.33,3.9829545454545454,86
211,Stay With Me,Sam Smith,2014,173.0,0.15755304715909085,0.42,0.169678918465909,-6.0,0.11,84.0,0.42,0.04,0.18,3.9829545454545454,85
212,Summer,Calvin Harris,2014,223.0,0.15755304715909085,0.6,0.169678918465909,-4.0,0.14,128.0,0.86,0.03,0.74,3.9829545454545454,80
213,"Happy - From ""Despicable Me 2""",Pharrell Williams,2014,233.0,0.21899999999999997,0.65,0.0,-5.0,0.09,160.0,0.8200000000000001,0.18,0.96,4.0,79
214,Rude,MAGIC!,2014,225.0,0.15755304715909085,0.77,0.169678918465909,-5.0,0.31,144.0,0.76,0.04,0.93,3.9829545454545454,79
215,Shake It Off,Taylor Swift,2014,219.0,0.15755304715909085,0.65,0.169678918465909,-5.0,0.33,160.0,0.8,0.17,0.94,3.9829545454545454,78
216,Dark Horse,Katy Perry,2014,216.0,0.15755304715909085,0.65,0.169678918465909,-6.0,0.17,132.0,0.59,0.05,0.35000000000000003,3.9829545454545454,78
217,Hey Brother,Avicii,2014,255.0,0.0204,0.55,0.0888,-5.0,0.08,125.0,0.78,0.04,0.46,4.0,78
218,Maps,Maroon 5,2014,190.0,0.15755304715909085,0.74,0.169678918465909,-6.0,0.06,120.0,0.71,0.03,0.88,3.9829545454545454,78
219,Treasure,Bruno Mars,2014,179.0,0.15755304715909085,0.87,0.169678918465909,-5.0,0.32,116.0,0.6900000000000001,0.04,0.94,3.9829545454545454,77
220,Let Her Go,Passenger,2014,253.0,0.15755304715909085,0.51,0.169678918465909,-7.0,0.1,75.0,0.54,0.06,0.24,3.9829545454545454,77
221,Problem,Ariana Grande,2014,194.0,0.15755304715909085,0.66,0.169678918465909,-5.0,0.16,103.0,0.81,0.15,0.63,3.9829545454545454,75
222,Pompeii,Bastille,2014,214.0,0.15755304715909085,0.68,0.169678918465909,-6.0,0.27,127.0,0.72,0.04,0.5700000000000001,3.9829545454545454,73
223,Team,Lorde,2014,193.0,0.15755304715909085,0.6900000000000001,0.169678918465909,-7.0,0.31,100.0,0.58,0.09,0.42,3.9829545454545454,73
224,Love Me Again,John Newman,2014,240.0,0.15755304715909085,0.5,0.169678918465909,-5.0,0.1,126.0,0.89,0.04,0.21,3.9829545454545454,73
225,Latch,Disclosure,2014,256.0,0.15755304715909085,0.5,0.169678918465909,-5.0,0.09,122.0,0.73,0.17,0.52,3.9829545454545454,72
226,Adore You,Miley Cyrus,2014,279.0,0.15755304715909085,0.58,0.169678918465909,-5.0,0.11,120.0,0.66,0.03,0.2,3.9829545454545454,72
227,Love Never Felt So Good,Michael Jackson,2014,246.0,0.15755304715909085,0.78,0.169678918465909,-6.0,0.07,118.0,0.72,0.04,0.71,3.9829545454545454,71
228,Burn,Ellie Goulding,2014,231.0,0.15755304715909085,0.56,0.169678918465909,-5.0,0.11,87.0,0.78,0.04,0.33,3.9829545454545454,71
229,She Looks So Perfect,5 Seconds of Summer,2014,202.0,0.000463,0.49,0.631,-4.0,0.33,160.0,0.95,0.13,0.44,4.0,71
230,Fancy,Iggy Azalea,2014,200.0,0.15755304715909085,0.91,0.169678918465909,-4.0,0.05,95.0,0.72,0.07,0.38,3.9829545454545454,70
231,Talk Dirty (feat. 2 Chainz),Jason Derulo,2014,178.0,0.00783,0.76,0.892,-7.0,0.31,100.0,0.65,0.23,0.76,4.0,68
232,Gorilla,Bruno Mars,2014,244.0,0.15755304715909085,0.72,0.169678918465909,-7.0,0.1,140.0,0.54,0.04,0.64,3.9829545454545454,68
233,human,Christina Perri,2014,251.0,0.15755304715909085,0.44,0.169678918465909,-6.0,0.11,144.0,0.49,0.04,0.25,3.9829545454545454,68
234,Young Girls,Bruno Mars,2014,229.0,0.15755304715909085,0.56,0.169678918465909,-5.0,0.21,126.0,0.75,0.03,0.5,3.9829545454545454,67
235,Wiggle (feat. Snoop Dogg),Jason Derulo,2014,193.0,0.0802,0.7000000000000001,0.0,-7.0,0.16,82.0,0.62,0.25,0.72,4.0,67
236,Love Runs Out,OneRepublic,2014,225.0,0.15755304715909085,0.72,0.169678918465909,-4.0,0.08,120.0,0.93,0.06,0.74,3.9829545454545454,66
237,This Is How We Do,Katy Perry,2014,204.0,0.15755304715909085,0.6900000000000001,0.169678918465909,-6.0,0.15,96.0,0.64,0.05,0.8,3.9829545454545454,66
238,Mmm Yeah (feat. Pitbull),Austin Mahone,2014,232.0,0.00266,0.71,1.9e-06,-4.0,0.27,126.0,0.92,0.04,0.98,4.0,65
239,A Little Party Never Killed Nobody (All We Got),Fergie,2014,241.0,0.0146,0.76,0.0706,-6.0,0.09,130.0,0.62,0.18,0.52,4.0,65
240,#SELFIE,The Chainsmokers,2014,184.0,0.15755304715909085,0.79,0.169678918465909,-3.0,0.08,128.0,0.92,0.25,0.66,3.9829545454545454,65
241,Partition,Beyoncé,2014,319.0,0.15755304715909085,0.41,0.169678918465909,-12.0,0.31,186.0,0.44,0.29,0.17,3.9829545454545454,65
242,Birthday,Katy Perry,2014,215.0,0.15755304715909085,0.72,0.169678918465909,-5.0,0.11,126.0,0.67,0.07,0.84,3.9829545454545454,65
243,G.U.Y.,Lady Gaga,2014,233.0,0.201,0.62,0.0,-3.0,0.12,110.0,0.92,0.04,0.5700000000000001,4.0,65
244,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,2014,217.0,0.00912,0.6,0.0,-3.0,0.09,128.0,0.74,0.04,0.46,4.0,64
245,"Let It Go - From ""Frozen / Single Version",Demi Lovato,2014,226.0,0.15755304715909085,0.5,0.169678918465909,-6.0,0.27,140.0,0.66,0.04,0.25,3.9829545454545454,63
246,Wings,Birdy,2014,252.0,0.15755304715909085,0.47,0.169678918465909,-5.0,0.16,83.0,0.71,0.03,0.22,3.9829545454545454,62
247,Can't Remember to Forget You (feat. Rihanna),Shakira,2014,207.0,0.79,0.6900000000000001,0.899,-4.0,0.14,138.0,0.81,0.07,0.8200000000000001,4.0,62
248,Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,2014,191.0,0.15755304715909085,0.35000000000000003,0.169678918465909,-4.0,0.12,192.0,0.77,0.05,0.04,3.9829545454545454,61
249,Say Something,A Great Big World,2014,229.0,0.15755304715909085,0.45,0.169678918465909,-9.0,0.09,138.0,0.15,0.03,0.09,3.9829545454545454,61
250,A Sky Full of Stars,Coldplay,2014,268.0,0.15755304715909085,0.55,0.169678918465909,-6.0,0.21,125.0,0.68,0.03,0.16,3.9829545454545454,60
251,Come Get It Bae,Pharrell Williams,2014,202.0,0.15755304715909085,0.93,0.169678918465909,-6.0,0.1,120.0,0.8,0.08,0.9,3.9829545454545454,59
252,Chandelier,Sia,2014,216.0,0.494,0.29,0.929,-3.0,0.07,174.0,0.78,0.07,0.62,4.0,56
253,XO,Beyoncé,2014,216.0,0.15755304715909085,0.47,0.169678918465909,-9.0,0.31,170.0,0.79,0.26,0.21,3.9829545454545454,56
254,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],Pitbull,2014,222.0,0.00461,0.6,0.0674,-4.0,0.1,125.0,0.94,0.07,0.55,4.0,56
255,Not About Angels,Birdy,2014,190.0,0.15755304715909085,0.41,0.169678918465909,-10.0,0.09,116.0,0.14,0.04,0.23,3.9829545454545454,56
256,Drunk in Love,Beyoncé,2014,323.0,0.15755304715909085,0.59,0.169678918465909,-7.0,0.18,140.0,0.62,0.05,0.4,3.9829545454545454,52
257,Anaconda,Nicki Minaj,2014,260.0,0.15755304715909085,0.96,0.169678918465909,-6.0,0.21,130.0,0.6,0.18,0.65,3.9829545454545454,50
258,Boom Clap - From the Motion Picture Das Schicksal ist ein mieser Verräter,Charli XCX,2014,169.0,0.15755304715909085,0.68,0.169678918465909,-4.0,0.34,92.0,0.81,0.06,0.64,3.9829545454545454,50
259,La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,2014,198.0,0.15755304715909085,0.8,0.169678918465909,-5.0,0.35000000000000003,128.0,0.8200000000000001,0.04,0.61,3.9829545454545454,50
260,Tee Shirt - Soundtrack Version,Birdy,2014,160.0,0.15755304715909085,0.68,0.169678918465909,-9.0,0.09,76.0,0.34,0.03,0.56,3.9829545454545454,49
261,Words as Weapons,Birdy,2014,239.0,0.15755304715909085,0.53,0.169678918465909,-9.0,0.14,120.0,0.35000000000000003,0.03,0.19,3.9829545454545454,44
262,You're Mine (Eternal),Mariah Carey,2014,224.0,0.43,0.63,0.0,-7.0,0.38,149.0,0.58,0.07,0.56,4.0,38
263,Sheezus,Lily Allen,2014,235.0,0.15755304715909085,0.78,0.169678918465909,-7.0,0.11,130.0,0.5,0.04,0.39,3.9829545454545454,37
264,Cannonball,Lea Michele,2014,215.0,0.15755304715909085,0.56,0.169678918465909,-3.0,0.19,92.0,0.8200000000000001,0.05,0.5700000000000001,3.9829545454545454,37
265,It's On Again - Main Soundtrack,Alicia Keys,2014,230.0,0.15755304715909085,0.64,0.169678918465909,-9.0,0.25,110.0,0.54,0.11,0.53,3.9829545454545454,30
266,I Luh Ya Papi,Jennifer Lopez,2014,207.0,0.15755304715909085,0.74,0.169678918465909,-6.0,0.12,96.0,0.73,0.42,0.59,3.9829545454545454,28
267,Not a Bad Thing,Justin Timberlake,2014,266.0,0.15755304715909085,0.59,0.169678918465909,-6.0,0.38,86.0,0.73,0.06,0.46,3.9829545454545454,0
268,Thinking out Loud,Ed Sheeran,2015,282.0,0.474,0.78,0.0,-6.0,0.18,79.0,0.45,0.03,0.59,4.0,84
269,I'm Not The Only One,Sam Smith,2015,239.0,0.15755304715909085,0.68,0.169678918465909,-6.0,0.08,82.0,0.49,0.04,0.49,3.9829545454545454,84
270,The Hills,The Weeknd,2015,242.0,0.0673,0.58,0.0,-7.0,0.14,113.0,0.56,0.05,0.14,4.0,84
271,Love Yourself,Justin Bieber,2015,234.0,0.48200000000000004,0.61,0.0,-10.0,0.28,100.0,0.38,0.44,0.52,4.0,83
272,Uptown Funk,Mark Ronson,2015,270.0,0.15755304715909085,0.86,0.169678918465909,-7.0,0.03,115.0,0.61,0.08,0.93,3.9829545454545454,82
273,Take Me To Church,Hozier,2015,242.0,0.738,0.5700000000000001,0.0,-5.0,0.12,129.0,0.66,0.05,0.44,3.0,81
274,Sugar,Maroon 5,2015,235.0,0.15755304715909085,0.75,0.169678918465909,-7.0,0.09,120.0,0.79,0.03,0.88,3.9829545454545454,81
275,Sorry,Justin Bieber,2015,201.0,0.348,0.65,0.132,-4.0,0.3,100.0,0.76,0.05,0.41,4.0,81
276,FourFiveSeconds,Rihanna,2015,188.0,0.15755304715909085,0.58,0.169678918465909,-6.0,0.13,206.0,0.27,0.05,0.35000000000000003,3.9829545454545454,80
277,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,2015,253.0,0.247,0.26,0.0,-7.0,0.13,190.0,0.61,0.05,0.28,4.0,79
278,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,2015,252.0,0.15755304715909085,0.66,0.169678918465909,-6.0,0.1,120.0,0.38,0.03,0.44,3.9829545454545454,79
279,What Do You Mean?,Justin Bieber,2015,206.0,0.59,0.85,0.0014199999999999998,-8.0,0.08,125.0,0.5700000000000001,0.1,0.79,4.0,79
280,Stitches,Shawn Mendes,2015,207.0,0.15755304715909085,0.75,0.169678918465909,-7.0,0.05,150.0,0.75,0.07,0.76,3.9829545454545454,78
281,Want to Want Me,Jason Derulo,2015,208.0,0.15755304715909085,0.78,0.169678918465909,-6.0,0.11,114.0,0.68,0.06,0.66,3.9829545454545454,77
282,My House,Flo Rida,2015,192.0,0.000133,0.6900000000000001,0.24600000000000002,-5.0,0.13,94.0,0.7000000000000001,0.05,0.74,4.0,77
283,Waves - Robin Schulz Radio Edit,Mr. Probz,2015,208.0,0.00821,0.8300000000000001,0.0014,-9.0,0.08,120.0,0.51,0.04,0.45,4.0,77
284,Night Changes,One Direction,2015,227.0,0.8590000000000001,0.67,0.0,-8.0,0.12,120.0,0.52,0.04,0.37,4.0,77
285,How Deep Is Your Love,Calvin Harris,2015,213.0,0.00426,0.74,0.015,-4.0,0.39,122.0,0.87,0.07,0.34,4.0,77
286,Never Forget You,Zara Larsson,2015,213.0,0.15755304715909085,0.58,0.169678918465909,-6.0,0.27,146.0,0.73,0.05,0.28,3.9829545454545454,77
287,Love Me Harder,Ariana Grande,2015,236.0,0.15755304715909085,0.47,0.169678918465909,-4.0,0.08,99.0,0.71,0.03,0.24,3.9829545454545454,76
288,Animals,Maroon 5,2015,231.0,0.15755304715909085,0.28,0.169678918465909,-6.0,0.59,190.0,0.74,0.09,0.33,3.9829545454545454,76
289,Blame,Calvin Harris,2015,213.0,0.15755304715909085,0.41,0.169678918465909,-4.0,0.34,128.0,0.86,0.08,0.35000000000000003,3.9829545454545454,76
290,Worth It,Fifth Harmony,2015,225.0,0.15755304715909085,0.88,0.169678918465909,-4.0,0.12,100.0,0.77,0.09,0.59,3.9829545454545454,75
291,Break Free,Ariana Grande,2015,215.0,0.15755304715909085,0.6900000000000001,0.169678918465909,-5.0,0.2,130.0,0.7000000000000001,0.05,0.28,3.9829545454545454,75
292,Don't,Ed Sheeran,2015,220.0,0.0112,0.81,0.14800000000000002,-7.0,0.64,95.0,0.61,0.07,0.85,4.0,74
293,Elastic Heart,Sia,2015,257.0,0.903,0.42,0.0,-5.0,0.15,130.0,0.79,0.05,0.5,4.0,73
294,Rather Be (feat. Jess Glynne),Clean Bandit,2015,228.0,0.0075299999999999985,0.8,0.10099999999999999,-7.0,0.19,121.0,0.59,0.04,0.55,4.0,73
295,Hello,Adele,2015,295.0,0.29100000000000004,0.48,0.00015800000000000002,-6.0,0.09,158.0,0.45,0.03,0.29,4.0,73
296,Dear Future Husband,Meghan Trainor,2015,184.0,0.15755304715909085,0.66,0.169678918465909,-5.0,0.32,79.0,0.78,0.19,0.8300000000000001,3.9829545454545454,72
297,43776,Beyoncé,2015,214.0,0.15755304715909085,0.75,0.169678918465909,-5.0,0.13,136.0,0.71,0.13,0.56,3.9829545454545454,72
298,The Heart Wants What It Wants,Selena Gomez,2015,227.0,0.15755304715909085,0.62,0.169678918465909,-5.0,0.14,83.0,0.79,0.04,0.62,3.9829545454545454,72
299,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,2015,193.0,0.308,0.6,0.7809999999999999,-4.0,0.33,86.0,0.73,0.15,0.53,4.0,72
300,Genie In a Bottle,Christina Aguilera,2015,218.0,0.15755304715909085,0.63,0.169678918465909,-7.0,0.14,176.0,0.8,0.16,0.91,3.9829545454545454,72
301,Company,Justin Bieber,2015,208.0,0.15755304715909085,0.59,0.169678918465909,-5.0,0.08,95.0,0.8,0.06,0.43,3.9829545454545454,72
302,Sing,Ed Sheeran,2015,235.0,0.15755304715909085,0.8200000000000001,0.169678918465909,-4.0,0.06,120.0,0.67,0.05,0.94,3.9829545454545454,71
303,Jealous - Remix,Nick Jonas,2015,222.0,0.15755304715909085,0.68,0.169678918465909,-4.0,0.44,93.0,0.71,0.08,0.45,3.9829545454545454,70
304,Really Don't Care,Demi Lovato,2015,202.0,0.0104,0.71,1.11e-05,-4.0,0.19,121.0,0.73,0.09,0.85,4.0,70
305,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,2015,293.0,0.00461,0.8300000000000001,0.823,-4.0,0.29,110.0,0.61,0.07,0.71,4.0,70
306,Only Love Can Hurt Like This,Paloma Faith,2015,233.0,0.15755304715909085,0.5700000000000001,0.169678918465909,-5.0,0.33,91.0,0.89,0.08,0.31,3.9829545454545454,69
307,Heartbeat Song,Kelly Clarkson,2015,199.0,0.15755304715909085,0.49,0.169678918465909,-4.0,0.06,149.0,0.8,0.05,0.48,3.9829545454545454,69
308,Up,Olly Murs,2015,224.0,0.15755304715909085,0.6900000000000001,0.169678918465909,-5.0,0.1,115.0,0.85,0.03,0.64,3.9829545454545454,69
309,Trumpets,Jason Derulo,2015,217.0,0.15755304715909085,0.63,0.169678918465909,-5.0,0.1,82.0,0.7000000000000001,0.24,0.64,3.9829545454545454,69
310,Runnin' (Lose It All),Naughty Boy,2015,213.0,0.0103,0.32,4.11e-05,-6.0,0.48,139.0,0.85,0.08,0.08,4.0,69
311,Same Old Love,Selena Gomez,2015,229.0,0.15755304715909085,0.67,0.169678918465909,-4.0,0.21,98.0,0.59,0.03,0.44,3.9829545454545454,69
312,I Want You To Know,Zedd,2015,240.0,0.15755304715909085,0.58,0.169678918465909,-3.0,0.14,130.0,0.85,0.06,0.37,3.9829545454545454,68
313,Lips Are Movin,Meghan Trainor,2015,183.0,0.15755304715909085,0.78,0.169678918465909,-5.0,0.11,139.0,0.8300000000000001,0.05,0.95,3.9829545454545454,68
314,I'll Show You,Justin Bieber,2015,200.0,0.15755304715909085,0.36,0.169678918465909,-7.0,0.18,192.0,0.61,0.1,0.08,3.9829545454545454,68
315,Here,Alessia Cara,2015,199.0,0.15755304715909085,0.38,0.169678918465909,-4.0,0.08,120.0,0.8200000000000001,0.1,0.33,3.9829545454545454,68
316,I Lived,OneRepublic,2015,235.0,0.15755304715909085,0.59,0.169678918465909,-5.0,0.27,120.0,0.85,0.04,0.34,3.9829545454545454,67
317,Fireball (feat. John Ryan),Pitbull,2015,235.0,0.0894,0.6900000000000001,0.00010400000000000001,-5.0,0.05,123.0,0.94,0.06,0.79,4.0,67
318,Easy Love,Sigala,2015,230.0,0.15755304715909085,0.68,0.169678918465909,-4.0,0.12,124.0,0.94,0.06,0.65,3.9829545454545454,67
319,The Feeling,Justin Bieber,2015,245.0,0.15755304715909085,0.53,0.169678918465909,-6.0,0.1,127.0,0.81,0.06,0.21,3.9829545454545454,67
320,I Really Like You,Carly Rae Jepsen,2015,205.0,0.15755304715909085,0.62,0.169678918465909,-5.0,0.22,122.0,0.81,0.04,0.6,3.9829545454545454,66
321,BO$$,Fifth Harmony,2015,171.0,0.00621,0.81,0.0,-5.0,0.05,103.0,0.87,0.11,0.74,4.0,66
322,Sugar,Maroon 5,2015,235.0,0.15755304715909085,0.75,0.169678918465909,-7.0,0.09,120.0,0.79,0.03,0.88,3.9829545454545454,66
323,Focus,Ariana Grande,2015,211.0,0.15755304715909085,0.67,0.169678918465909,-6.0,0.44,100.0,0.88,0.24,0.79,3.9829545454545454,66
324,All About That Bass,Meghan Trainor,2015,189.0,0.15755304715909085,0.81,0.169678918465909,-4.0,0.11,134.0,0.88,0.05,0.96,3.9829545454545454,65
325,On My Mind,Ellie Goulding,2015,213.0,0.15755304715909085,0.7000000000000001,0.169678918465909,-7.0,0.09,155.0,0.71,0.05,0.74,3.9829545454545454,65
326,Love Me Like You,Little Mix,2015,198.0,0.15755304715909085,0.79,0.169678918465909,-4.0,0.28,106.0,0.67,0.04,0.85,3.9829545454545454,65
327,Broken Arrows,Avicii,2015,233.0,0.15755304715909085,0.63,0.169678918465909,-7.0,0.1,116.0,0.67,0.05,0.29,3.9829545454545454,65
328,Booty,Jennifer Lopez,2015,210.0,0.15755304715909085,0.71,0.169678918465909,-4.0,0.26,129.0,0.95,0.05,0.4,3.9829545454545454,64
